year_month,district_code,electricity,heat,water_cool,water_hot
202308,41113,1196,53,242,73
202308,41115,1209,67,224,74
202308,41117,1200,62,233,140
202308,41130,,,,
202308,41131,1278,72,182,103
202308,41133,1186,35,202,76
202308,41135,1071,61,175,130
202308,41150,1114,19,306,39
202308,41170,,,,
202308,41171,1233,18,248,42
202308,41173,1062,65,247,101
202308,41190,,,,
202308,41192,1086,64,225,107
202308,41194,1268,34,216,67
202308,41196,1077,32,244,70
202308,41210,1201,29,243,72
202308,41220,1230,32,284,63
202308,41250,924,0,295,0
202308,41270,,,,
202308,41271,1048,61,195,75
202308,41273,1187,49,227,92
202308,41280,,,,
202308,41281,1108,62,279,116
202308,41285,1216,57,248,123
202308,41287,1026,56,259,109
202308,41290,1500,65,234,133
202308,41310,1147,16,300,33
202308,41360,1138,23,304,33
202308,41370,1182,50,296,79
202308,41390,1277,40,296,52
202308,41410,982,64,270,94
202308,41430,1142,43,338,68
202308,41450,1397,73,207,92
202308,41460,,,,
202308,41461,1189,0,234,0
202308,41463,1113,59,232,107
202308,41465,1048,69,212,124
202308,41480,1175,36,328,80
202308,41500,1196,9,328,0
202308,41550,1124,0,329,0
202308,41570,1285,41,289,73
202308,41590,1343,62,305,117
202308,41610,1216,0,242,0
202308,41630,1177,39,333,78
202308,41650,981,0,335,0
202308,41670,1113,0,169,0
202308,41800,1177,0,187,0
202308,41820,905,0,285,0
202308,41830,1157,0,305,0
202308,43000,,,,
202308,43110,,,,
202308,43111,1090,40,403,98
202308,43112,991,46,399,123
202308,43113,1153,37,359,65
202308,43114,1054,1,348,0
202308,43130,888,2,334,3
202308,43150,717,5,333,10
202308,43720,566,0,101,0
202308,43730,955,0,225,0
202308,43740,646,0,258,0
202308,43745,1174,0,432,3
202308,43750,1156,0,158,0
202308,43760,956,0,86,0
202308,43770,1050,1,171,4
202308,43800,1078,0,279,0
202308,44000,,,,
202308,44130,,,,
202308,44131,1108,7,263,16
202308,44133,1163,8,264,23
202308,44150,980,0,288,2
202308,44180,925,3,298,2
202308,44200,1180,21,308,28
202308,44210,1057,5,293,5
202308,44230,977,0,248,0
202308,44250,938,0,171,0
202308,44270,1137,4,317,4
202308,44710,749,199,132,0
202308,44760,780,0,299,0
202308,44770,984,0,150,0
202308,44790,940,0,239,0
202308,44800,1062,52,198,95
202308,44810,1058,31,214,53
202308,44825,906,4,179,2
202308,45000,,,,
202308,45110,,,,
202308,45111,904,5,53,5
202308,45113,1059,1,74,4
202308,45130,972,0,326,3
202308,45140,916,7,255,22
202308,45180,882,3,274,2
202308,45190,790,14,268,3
202308,45210,709,3,205,2
202308,45710,1067,0,194,0
202308,45720,528,0,173,0
202308,45730,890,0,217,0
202308,45740,731,0,229,0
202308,45750,817,0,230,0
202308,45770,1006,0,152,0
202308,45790,911,0,168,0
202308,45800,1059,0,198,0
202308,46000,,,,
202308,46110,1010,0,249,0
202308,46130,932,0,203,0
202308,46150,984,0,277,0
202308,46170,1116,59,165,89
202308,46230,806,21,285,7
202308,46710,729,0,124,0
202308,46720,,,,
202308,46730,842,0,215,0
202308,46770,980,0,274,0
202308,46780,988,0,165,0
202308,46790,759,0,238,0
202308,46800,1284,0,256,0
202308,46810,1259,0,152,0
202308,46820,1218,0,173,0
202308,46830,1078,8,295,0
202308,46840,1391,0,196,0
202308,46860,1075,0,199,0
202308,46870,883,0,139,0
202308,46880,997,0,129,0
202308,46890,993,0,163,0
202308,46900,1000,0,168,0
202308,46910,,,,
202308,47000,,,,
202308,47110,,,,
202308,47111,931,20,170,18
202308,47113,958,5,191,6
202308,47130,840,1,229,1
202308,47150,897,2,178,1
202308,47170,851,18,228,16
202308,47190,1017,0,250,2
202308,47210,822,17,212,9
202308,47230,857,1,253,1
202308,47250,853,8,274,5
202308,47280,972,5,135,16
202308,47290,972,1,297,1
202308,47730,866,0,291,0
202308,47750,786,0,143,0
202308,47760,743,0,118,0
202308,47770,711,0,265,0
202308,47820,1004,0,184,0
202308,47830,999,0,208,0
202308,47840,1547,0,305,0
202308,47850,976,0,238,1
202308,47900,1171,0,163,0
202308,47920,777,0,92,0
202308,47930,733,0,39,0
202308,47940,,,,
202308,48000,,,,
202308,48120,,,,
202308,48121,1304,0,275,0
202308,48123,972,2,270,5
202308,48125,1006,1,248,0
202308,48127,1030,2,276,6
202308,48129,1076,0,246,0
202308,48170,1025,7,169,28
202308,48220,1051,0,212,0
202308,48240,995,0,320,0
202308,48250,1098,11,378,36
202308,48270,880,0,322,0
202308,48310,1019,0,207,0
202308,48330,1029,24,261,84
202308,48720,1290,0,133,0
202308,48730,882,0,256,0
202308,48740,1073,0,230,0
202308,48820,848,15,212,0
202308,48840,902,0,91,0
202308,48850,728,0,220,0
202308,48860,938,0,171,0
202308,48870,933,0,188,0
202308,48880,826,0,193,0
202308,48890,981,0,242,0
202308,50000,,,,
202308,50110,1001,0,250,1
202308,50130,1181,1,210,5
202308,51000,,,,
202308,51110,928,12,166,17
202308,51130,904,1,244,1
202308,51150,857,11,273,4
202308,51170,897,5,250,3
202308,51190,571,0,140,0
202308,51210,794,1,273,2
202308,51230,867,0,227,0
202308,51720,1028,0,249,0
202308,51730,942,0,297,0
202308,51750,653,0,270,0
202308,51760,498,3,163,0
202308,51770,535,0,135,0
202308,51780,807,0,186,0
202308,51790,1056,0,95,0
202308,51800,915,0,99,0
202308,51810,935,0,137,0
202308,51820,874,0,153,0
202308,51830,716,0,156,0
202309,11000,,,,
202309,11110,939,0,235,0
202309,11140,1039,1,224,4
202309,11170,1264,62,147,121
202309,11200,1109,14,210,3
202309,11215,981,24,199,15
202309,11230,991,11,215,5
202309,11260,837,16,202,41
202309,11290,895,7,249,12
202309,11305,861,14,221,15
202309,11320,724,22,204,38
202309,11350,704,45,165,115
202309,11380,940,34,231,44
202309,11410,942,19,231,50
202309,11440,1129,28,250,63
202309,11470,931,43,190,85
202309,11500,806,44,189,73
202309,11530,833,9,225,30
202309,11545,846,8,236,19
202309,11560,875,31,209,37
202309,11590,904,18,225,53
202309,11620,836,21,252,12
202309,11650,1098,55,185,108
202309,11680,895,97,175,111
202309,11710,900,82,204,155
202309,11740,994,67,223,96
202309,26000,,,,
202309,26110,730,0,267,0
202309,26140,932,0,241,0
202309,26170,1152,0,228,0
202309,26200,751,3,240,8
202309,26230,836,5,253,4
202309,26260,1000,1,254,2
202309,26290,942,0,259,0
202309,26320,755,-1,263,5
202309,26350,949,27,237,66
202309,26380,774,1,263,8
202309,26410,822,0,248,1
202309,26440,1149,15,248,135
202309,26470,822,0,246,0
202309,26500,974,0,226,14
202309,26530,662,2,271,19
202309,26710,846,44,265,111
202309,27000,,,,
202309,27110,999,0,249,3
202309,27140,869,11,255,15
202309,27170,661,16,210,31
202309,27200,773,5,223,4
202309,27230,802,1,277,9
202309,27260,842,10,243,18
202309,27290,795,54,260,91
202309,27710,880,24,277,41
202309,27720,847,0,-1,0
202309,28000,,,,
202309,28110,942,25,219,92
202309,28140,861,0,258,0
202309,28177,910,15,239,38
202309,28185,1014,54,232,112
202309,28200,923,35,249,79
202309,28237,798,31,254,92
202309,28245,778,25,279,69
202309,28260,968,44,236,84
202309,28710,619,0,290,0
202309,28720,0,0,0,0
202309,29000,,,,
202309,29110,805,0,193,0
202309,29140,812,3,211,5
202309,29155,765,0,201,0
202309,29170,734,5,214,17
202309,29200,899,35,237,48
202309,30000,,,,
202309,30110,787,13,251,16
202309,30140,694,7,229,44
202309,30170,748,40,237,95
202309,30200,859,37,221,79
202309,30230,716,7,243,46
202309,31000,,,,
202309,31110,974,1,308,0
202309,31140,885,7,299,4
202309,31170,759,1,297,2
202309,31200,875,0,308,0
202309,31710,808,0,313,0
202309,36110,922,85,290,135
202309,41000,,,,
202309,41110,,,,
202309,41111,858,65,241,119
202309,41113,933,57,233,89
202309,41115,961,72,222,88
202309,41117,921,66,221,168
202309,41130,,,,
202309,41131,963,76,181,126
202309,41133,975,43,201,82
202309,41135,766,68,174,155
202309,41150,820,21,291,48
202309,41170,,,,
202309,41171,921,18,244,56
202309,41173,767,81,240,131
202309,41190,,,,
202309,41192,808,67,215,143
202309,41194,964,38,220,88
202309,41196,816,36,224,96
202309,41210,901,32,230,92
202309,41220,913,37,276,77
202309,41250,690,0,288,0
202309,41270,,,,
202309,41271,842,67,198,95
202309,41273,930,56,218,112
202309,41280,,,,
202309,41281,838,69,263,140
202309,41285,842,60,238,150
202309,41287,769,62,246,131
202309,41290,1041,70,228,169
202309,41310,854,16,289,40
202309,41360,898,24,298,41
202309,41370,920,53,281,102
202309,41390,1014,42,288,67
202309,41410,776,72,266,127
202309,41430,948,55,322,88
202309,41450,976,77,204,115
202309,41460,,,,
202309,41461,991,0,227,0
202309,41463,886,64,225,128
202309,41465,912,74,208,150
202309,41480,905,39,314,92
202309,41500,894,10,324,0
202309,41550,917,0,306,0
202309,41570,950,42,278,88
202309,41590,1017,66,290,139
202309,41610,934,0,240,0
202309,41630,829,43,317,89
202309,41650,733,0,314,0
202309,41670,915,0,162,0
202309,41800,859,0,195,0
202309,41820,700,0,229,0
202309,41830,764,0,226,0
202309,43000,,,,
202309,43110,,,,
202309,43111,837,40,399,106
202309,43112,788,51,393,134
202309,43113,930,37,356,65
202309,43114,918,1,354,0
202309,43130,751,5,328,2
202309,43150,614,10,332,9
202309,43720,437,0,65,0
202309,43730,778,0,224,0
202309,43740,654,0,256,0
202309,43745,739,0,329,2
202309,43750,883,0,163,0
202309,43760,801,0,166,0
202309,43770,811,3,182,4
202309,43800,679,0,250,0
202309,44000,,,,
202309,44130,,,,
202309,44131,811,6,256,17
202309,44133,884,11,258,23
202309,44150,731,0,280,2
202309,44180,626,2,291,2
202309,44200,872,23,300,31
202309,44210,807,5,285,5
202309,44230,816,0,243,0
202309,44250,742,0,177,0
202309,44270,795,5,287,5
202309,44710,560,127,124,0
202309,44760,751,0,290,0
202309,44770,814,0,153,0
202309,44790,833,0,250,0
202309,44800,917,62,196,109
202309,44810,792,34,206,56
202309,44825,682,4,161,1
202309,45000,,,,
202309,45110,,,,
202309,45111,717,6,53,5
202309,45113,833,0,72,4
202309,45130,805,2,324,3
202309,45140,689,7,249,23
202309,45180,810,4,276,2
202309,45190,662,19,255,2
202309,45210,561,1,187,2
202309,45710,838,0,197,0
202309,45720,476,0,175,0
202309,45730,721,0,202,0
202309,45740,674,0,199,0
202309,45750,740,0,222,0
202309,45770,827,0,157,0
202309,45790,666,0,146,0
202309,45800,817,0,192,0
202309,46000,,,,
202309,46110,819,7,252,0
202309,46130,834,1,205,0
202309,46150,870,0,282,0
202309,46170,876,61,163,104
202309,46230,670,20,286,7
202309,46710,611,0,119,0
202309,46720,,,,
202309,46730,767,0,206,0
202309,46770,815,0,264,0
202309,46780,882,0,163,0
202309,46790,675,0,230,0
202309,46800,1146,0,250,0
202309,46810,962,0,156,0
202309,46820,968,0,185,0
202309,46830,802,8,288,0
202309,46840,942,0,189,0
202309,46860,954,0,204,0
202309,46870,775,0,140,0
202309,46880,754,0,129,0
202309,46890,979,0,164,0
202309,46900,976,0,179,0
202309,46910,,,,
202309,47000,,,,
202309,47110,,,,
202309,47111,720,16,173,18
202309,47113,738,5,194,6
202309,47130,667,1,226,1
202309,47150,760,1,175,1
202309,47170,708,30,223,17
202309,47190,836,0,249,2
202309,47210,597,30,207,9
202309,47230,749,1,245,2
202309,47250,737,6,270,6
202309,47280,719,12,117,13
202309,47290,795,1,292,1
202309,47730,745,0,303,0
202309,47750,724,0,138,0
202309,47760,691,0,175,0
202309,47770,731,0,269,0
202309,47820,883,0,179,0
202309,47830,754,0,202,0
202309,47840,1131,0,280,0
202309,47850,740,0,239,1
202309,47900,776,0,158,0
202309,47920,693,0,91,0
202309,47930,722,0,36,0
202309,47940,,,,
202309,48000,,,,
202309,48120,,,,
202309,48121,896,0,269,0
202309,48123,718,1,262,6
202309,48125,751,1,237,0
202309,48127,775,3,268,8
202309,48129,841,0,245,0
202309,48170,841,9,167,31
202309,48220,853,0,214,0
202309,48240,776,0,306,0
202309,48250,812,12,365,44
202309,48270,655,0,312,0
202309,48310,872,0,206,0
202309,48330,760,24,251,98
202309,48720,1173,0,143,0
202309,48730,744,0,240,0
202309,48740,832,0,228,0
202309,48820,842,16,216,0
202309,48840,892,0,93,0
202309,48850,584,0,211,0
202309,48860,888,0,172,0
202309,48870,751,0,180,0
202309,48880,716,0,186,0
202309,48890,841,0,268,0
202309,50000,,,,
202309,50110,775,0,247,2
202309,50130,1030,1,212,5
202309,51000,,,,
202309,51110,740,12,164,20
202309,51130,675,1,238,1
202309,51150,646,14,262,5
202309,51170,710,6,239,3
202309,51190,552,0,150,0
202309,51210,618,2,253,3
202309,51230,676,0,229,0
202309,51720,769,0,228,0
202309,51730,737,0,256,0
202309,51750,560,0,198,0
202309,51760,415,2,136,0
202309,51770,513,0,130,0
202309,51780,623,0,172,0
202309,51790,836,0,94,0
202309,51800,752,0,102,0
202309,51810,640,0,126,0
202309,51820,677,0,125,0
202309,51830,594,0,144,0
202310,11000,,,,
202310,11110,712,0,165,0
202310,11140,755,2,230,5
202310,11170,816,174,118,154
202310,11200,827,29,219,5
202310,11215,714,86,207,17
202310,11230,764,24,251,7
202310,11260,677,64,214,79
202310,11290,736,33,240,14
202310,11305,718,52,265,19
202310,11320,590,56,188,77
202310,11350,577,155,158,176
202310,11380,766,100,242,57
202310,11410,739,41,232,86
202310,11440,823,93,252,88
202310,11470,706,150,191,175
202310,11500,634,139,200,140
202310,11530,679,25,248,50
202310,11545,697,144,228,32
202310,11560,663,87,206,51
202310,11590,690,71,208,72
202310,11620,654,42,248,17
202310,11650,778,217,184,151
202310,11680,682,363,167,162
202310,11710,681,199,196,220
202310,11740,766,154,218,150
202310,26000,,,,
202310,26110,588,0,265,0
202310,26140,660,0,237,0
202310,26170,806,0,234,0
202310,26200,559,41,238,14
202310,26230,631,9,247,7
202310,26260,749,11,260,2
202310,26290,671,0,248,0
202310,26320,573,9,265,6
202310,26350,688,46,240,89
202310,26380,539,3,261,15
202310,26410,620,0,242,1
202310,26440,789,41,251,192
202310,26470,612,0,245,0
202310,26500,662,9,222,17
202310,26530,501,15,257,27
202310,26710,676,66,265,151
202310,27000,,,,
202310,27110,738,9,238,4
202310,27140,660,16,253,19
202310,27170,475,26,200,46
202310,27200,600,13,220,6
202310,27230,647,16,277,12
202310,27260,632,26,235,20
202310,27290,632,118,257,153
202310,27710,681,59,264,70
202310,27720,654,0,187,0
202310,28000,,,,
202310,28110,719,64,212,138
202310,28140,696,0,245,0
202310,28177,685,24,228,70
202310,28185,740,101,223,181
202310,28200,699,75,244,131
202310,28237,618,79,260,142
202310,28245,604,60,270,114
202310,28260,742,69,233,148
202310,28710,558,0,271,0
202310,28720,331,251,61,0
202310,29000,,,,
202310,29110,628,0,186,0
202310,29140,625,6,205,4
202310,29155,569,0,203,0
202310,29170,558,17,212,22
202310,29200,661,67,232,64
202310,30000,,,,
202310,30110,608,49,245,21
202310,30140,566,97,220,54
202310,30170,581,143,237,137
202310,30200,651,113,218,115
202310,30230,570,43,238,57
202310,31000,,,,
202310,31110,660,1,276,0
202310,31140,639,22,282,4
202310,31170,574,6,290,2
202310,31200,665,3,298,5
202310,31710,627,0,304,0
202310,36110,733,160,293,224
202310,41000,,,,
202310,41110,,,,
202310,41111,696,149,240,205
202310,41113,706,115,231,147
202310,41115,741,141,223,146
202310,41117,716,167,228,268
202310,41130,,,,
202310,41131,796,189,185,227
202310,41133,739,135,193,151
202310,41135,602,253,168,256
202310,41150,706,64,290,78
202310,41170,,,,
202310,41171,747,42,240,97
202310,41173,675,181,237,255
202310,41190,,,,
202310,41192,662,159,225,236
202310,41194,771,73,201,147
202310,41196,640,148,263,121
202310,41210,725,88,220,143
202310,41220,713,69,278,118
202310,41250,575,0,275,0
202310,41270,,,,
202310,41271,635,152,190,149
202310,41273,721,132,215,192
202310,41280,,,,
202310,41281,690,169,275,251
202310,41285,685,178,249,275
202310,41287,618,164,256,236
202310,41290,791,209,216,270
202310,41310,693,31,284,67
202310,41360,720,59,285,67
202310,41370,721,115,296,185
202310,41390,759,78,287,116
202310,41410,633,200,261,205
202310,41430,753,135,319,141
202310,41450,787,159,196,185
202310,41460,,,,
202310,41461,754,0,226,0
202310,41463,679,170,220,204
202310,41465,673,205,205,243
202310,41480,708,90,312,150
202310,41500,693,24,316,1
202310,41550,668,0,313,0
202310,41570,753,89,277,148
202310,41590,787,132,300,237
202310,41610,744,0,235,0
202310,41630,720,93,320,156
202310,41650,628,0,307,0
202310,41670,682,0,162,0
202310,41800,734,0,187,0
202310,41820,666,0,234,0
202310,41830,596,0,249,0
202310,43000,,,,
202310,43110,,,,
202310,43111,682,145,396,147
202310,43112,607,165,375,172
202310,43113,665,93,348,83
202310,43114,668,3,347,0
202310,43130,560,24,316,2
202310,43150,518,63,322,15
202310,43720,351,0,63,0
202310,43730,608,0,203,0
202310,43740,542,0,248,0
202310,43745,763,14,394,1
202310,43750,659,0,169,0
202310,43760,666,0,191,0
202310,43770,634,6,175,4
202310,43800,629,0,238,0
202310,44000,,,,
202310,44130,,,,
202310,44131,667,17,254,25
202310,44133,675,24,253,32
202310,44150,576,17,272,2
202310,44180,447,7,281,3
202310,44200,676,45,288,40
202310,44210,636,10,277,6
202310,44230,589,0,243,0
202310,44250,591,0,178,0
202310,44270,616,8,293,7
202310,44710,525,114,131,0
202310,44760,433,0,276,0
202310,44770,584,0,163,0
202310,44790,631,0,236,0
202310,44800,669,123,192,150
202310,44810,633,65,205,80
202310,44825,547,3,158,1
202310,45000,,,,
202310,45110,,,,
202310,45111,571,18,52,5
202310,45113,644,3,71,5
202310,45130,607,13,317,4
202310,45140,542,19,251,30
202310,45180,606,10,270,3
202310,45190,530,77,261,3
202310,45210,453,10,216,2
202310,45710,626,0,198,0
202310,45720,428,0,159,0
202310,45730,651,0,191,0
202310,45740,605,0,208,0
202310,45750,629,0,217,0
202310,45770,600,0,134,0
202310,45790,509,0,143,0
202310,45800,654,0,184,0
202310,46000,,,,
202310,46110,632,0,248,0
202310,46130,579,1,201,0
202310,46150,619,0,272,0
202310,46170,654,118,158,134
202310,46230,455,19,277,7
202310,46710,469,0,120,0
202310,46720,,,,
202310,46730,572,0,203,0
202310,46770,657,0,256,0
202310,46780,647,0,162,0
202310,46790,518,0,238,0
202310,46800,787,0,238,0
202310,46810,629,0,145,0
202310,46820,674,0,179,0
202310,46830,591,8,286,0
202310,46840,722,0,186,0
202310,46860,762,0,195,0
202310,46870,595,0,135,0
202310,46880,673,0,136,0
202310,46890,583,0,141,0
202310,46900,683,0,162,0
202310,46910,,,,
202310,47000,,,,
202310,47110,,,,
202310,47111,590,26,162,19
202310,47113,594,18,184,7
202310,47130,564,2,226,1
202310,47150,601,6,175,1
202310,47170,574,136,211,18
202310,47190,627,2,241,2
202310,47210,575,128,193,11
202310,47230,568,4,233,1
202310,47250,571,45,265,8
202310,47280,600,99,157,18
202310,47290,631,4,285,1
202310,47730,554,0,295,0
202310,47750,590,0,73,0
202310,47760,586,0,167,0
202310,47770,678,0,239,0
202310,47820,684,0,172,0
202310,47830,554,0,180,0
202310,47840,768,0,284,0
202310,47850,564,0,225,1
202310,47900,680,0,152,0
202310,47920,642,0,91,0
202310,47930,467,0,33,0
202310,47940,,,,
202310,48000,,,,
202310,48120,,,,
202310,48121,755,0,295,0
202310,48123,540,4,284,7
202310,48125,573,2,258,0
202310,48127,616,20,290,12
202310,48129,609,0,259,0
202310,48170,631,34,163,44
202310,48220,606,0,206,0
202310,48240,574,0,309,0
202310,48250,634,30,356,67
202310,48270,510,0,296,0
202310,48310,638,1,195,0
202310,48330,600,58,255,138
202310,48720,739,0,145,0
202310,48730,537,0,233,0
202310,48740,589,0,220,0
202310,48820,613,30,216,0
202310,48840,656,0,90,0
202310,48850,466,0,199,0
202310,48860,685,0,224,0
202310,48870,636,0,190,0
202310,48880,570,0,179,0
202310,48890,688,0,255,0
202310,50000,,,,
202310,50110,575,0,246,2
202310,50130,662,2,205,6
202310,51000,,,,
202310,51110,598,41,153,24
202310,51130,633,4,232,1
202310,51150,592,31,253,5
202310,51170,598,26,231,3
202310,51190,544,0,142,0
202310,51210,575,7,245,3
202310,51230,581,0,224,0
202310,51720,684,0,220,0
202310,51730,641,0,274,0
202310,51750,530,0,255,0
202310,51760,438,2,120,0
202310,51770,517,0,118,0
202310,51780,601,0,180,0
202310,51790,674,0,99,0
202310,51800,627,0,92,0
202310,51810,568,0,133,0
202310,51820,607,0,132,0
202310,51830,552,0,139,0
202311,11000,,,,
202311,11110,749,0,229,0
202311,11140,801,16,230,7
202311,11170,790,739,208,158
202311,11200,797,60,212,6
202311,11215,782,193,206,15
202311,11230,747,87,204,7
202311,11260,729,227,210,98
202311,11290,770,84,235,20
202311,11305,749,147,219,22
202311,11320,652,253,179,74
202311,11350,639,572,153,199
202311,11380,790,327,232,80
202311,11410,805,205,225,145
202311,11440,817,359,233,129
202311,11470,743,543,202,241
202311,11500,635,519,181,190
202311,11530,698,90,213,44
202311,11545,749,220,255,54
202311,11560,703,469,222,64
202311,11590,731,225,216,61
202311,11620,703,147,249,25
202311,11650,869,613,186,211
202311,11680,738,978,163,231
202311,11710,734,739,210,281
202311,11740,830,477,227,203
202311,26000,,,,
202311,26110,563,0,236,0
202311,26140,650,0,224,0
202311,26170,794,0,223,0
202311,26200,549,80,216,23
202311,26230,656,38,242,9
202311,26260,730,27,251,3
202311,26290,681,0,238,0
202311,26320,575,36,246,10
202311,26350,692,163,226,113
202311,26380,563,85,243,16
202311,26410,605,0,230,0
202311,26440,753,214,244,243
202311,26470,626,0,240,0
202311,26500,647,163,214,23
202311,26530,524,98,250,35
202311,26710,680,269,256,176
202311,27000,,,,
202311,27110,745,34,240,7
202311,27140,637,44,249,27
202311,27170,560,90,190,76
202311,27200,623,30,222,0
202311,27230,640,39,266,13
202311,27260,624,90,226,23
202311,27290,634,392,251,205
202311,27710,685,152,257,77
202311,27720,625,0,182,0
202311,28000,,,,
202311,28110,792,308,218,194
202311,28140,725,0,239,0
202311,28177,685,106,217,74
202311,28185,760,466,229,222
202311,28200,719,361,241,178
202311,28237,620,359,237,164
202311,28245,657,288,269,136
202311,28260,785,284,236,202
202311,28710,740,0,353,0
202311,28720,970,0,63,0
202311,29000,,,,
202311,29110,613,0,182,0
202311,29140,552,19,199,5
202311,29155,568,0,196,0
202311,29170,585,56,209,27
202311,29200,651,188,231,75
202311,30000,,,,
202311,30110,624,135,244,26
202311,30140,596,299,220,64
202311,30170,586,524,232,184
202311,30200,675,364,218,150
202311,30230,609,190,234,59
202311,31000,,,,
202311,31110,624,2,274,0
202311,31140,598,42,275,6
202311,31170,507,14,280,3
202311,31200,664,1,293,1
202311,31710,628,0,295,0
202311,36110,746,500,280,283
202311,41000,,,,
202311,41110,,,,
202311,41111,720,579,232,250
202311,41113,744,404,232,191
202311,41115,746,442,208,186
202311,41117,744,664,220,353
202311,41130,,,,
202311,41131,773,597,165,263
202311,41133,740,402,193,183
202311,41135,644,814,168,325
202311,41150,756,201,283,104
202311,41170,,,,
202311,41171,788,180,239,130
202311,41173,717,682,237,353
202311,41190,,,,
202311,41192,710,709,218,318
202311,41194,821,284,217,199
202311,41196,666,477,198,158
202311,41210,755,475,220,185
202311,41220,730,239,267,160
202311,41250,634,0,268,0
202311,41270,,,,
202311,41271,655,552,184,180
202311,41273,712,521,215,246
202311,41280,,,,
202311,41281,718,615,261,339
202311,41285,707,726,232,348
202311,41287,650,669,240,326
202311,41290,884,676,224,337
202311,41310,739,122,288,86
202311,41360,725,156,278,91
202311,41370,745,446,280,256
202311,41390,751,256,281,161
202311,41410,669,714,260,256
202311,41430,777,405,309,197
202311,41450,830,452,200,235
202311,41460,,,,
202311,41461,764,0,221,0
202311,41463,719,597,216,255
202311,41465,687,710,200,293
202311,41480,731,364,314,204
202311,41500,753,43,312,1
202311,41550,692,0,302,0
202311,41570,794,344,272,196
202311,41590,807,495,287,314
202311,41610,775,0,236,0
202311,41630,761,333,309,199
202311,41650,674,0,305,0
202311,41670,669,0,150,0
202311,41800,699,0,161,0
202311,41820,687,0,273,0
202311,41830,560,0,227,0
202311,43000,,,,
202311,43110,,,,
202311,43111,689,464,385,164
202311,43112,640,587,385,203
202311,43113,662,300,356,104
202311,43114,667,9,342,0
202311,43130,584,61,319,3
202311,43150,570,121,322,5
202311,43720,375,0,59,0
202311,43730,633,0,203,0
202311,43740,571,0,237,0
202311,43745,658,29,329,2
202311,43750,701,0,158,0
202311,43760,703,0,194,0
202311,43770,665,27,182,5
202311,43800,682,0,232,0
202311,44000,,,,
202311,44130,,,,
202311,44131,697,69,252,32
202311,44133,693,80,248,43
202311,44150,617,24,271,3
202311,44180,477,25,287,4
202311,44200,693,106,284,33
202311,44210,642,44,279,10
202311,44230,598,0,237,0
202311,44250,626,0,167,0
202311,44270,701,19,302,7
202311,44710,562,135,124,0
202311,44760,302,0,258,0
202311,44770,588,0,157,0
202311,44790,647,0,234,0
202311,44800,670,424,193,196
202311,44810,650,221,198,98
202311,44825,551,5,154,5
202311,45000,,,,
202311,45110,,,,
202311,45111,584,55,52,8
202311,45113,659,28,76,6
202311,45130,594,41,307,6
202311,45140,567,78,249,41
202311,45180,583,35,268,4
202311,45190,578,171,255,4
202311,45210,436,27,183,4
202311,45710,623,0,183,0
202311,45720,59,0,140,0
202311,45730,705,0,184,0
202311,45740,653,0,218,0
202311,45750,0,0,0,0
202311,45770,618,0,152,0
202311,45790,513,0,130,0
202311,45800,636,0,183,0
202311,46000,,,,
202311,46110,613,0,239,0
202311,46130,559,4,198,1
202311,46150,591,0,270,0
202311,46170,658,339,160,142
202311,46230,441,33,270,9
202311,46710,453,0,111,0
202311,46720,,,,
202311,46730,572,0,195,0
202311,46770,609,0,241,0
202311,46780,617,0,168,0
202311,46790,500,0,229,0
202311,46800,740,0,229,0
202311,46810,669,0,165,0
202311,46820,701,0,172,0
202311,46830,591,10,283,0
202311,46840,771,0,181,0
202311,46860,765,0,198,0
202311,46870,561,0,115,0
202311,46880,653,0,130,0
202311,46890,604,0,158,0
202311,46900,675,0,149,0
202311,46910,,,,
202311,47000,,,,
202311,47110,,,,
202311,47111,561,85,156,24
202311,47113,582,57,176,9
202311,47130,580,7,221,2
202311,47150,623,17,168,1
202311,47170,580,151,199,7
202311,47190,634,6,236,3
202311,47210,595,268,187,16
202311,47230,564,9,229,2
202311,47250,566,107,264,11
202311,47280,639,203,195,31
202311,47290,622,8,282,1
202311,47730,430,0,304,0
202311,47750,633,0,85,0
202311,47760,0,0,0,0
202311,47770,693,0,242,0
202311,47820,732,0,182,0
202311,47830,602,0,179,0
202311,47840,764,0,264,0
202311,47850,613,0,228,1
202311,47900,689,0,150,0
202311,47920,678,0,91,0
202311,47930,436,0,104,0
202311,47940,,,,
202311,48000,,,,
202311,48120,,,,
202311,48121,795,0,286,0
202311,48123,584,14,285,7
202311,48125,614,3,267,0
202311,48127,606,64,289,3
202311,48129,604,0,261,0
202311,48170,643,83,158,54
202311,48220,631,0,208,0
202311,48240,590,0,303,0
202311,48250,640,122,354,96
202311,48270,526,0,312,0
202311,48310,622,1,193,0
202311,48330,604,221,244,166
202311,48720,698,0,143,0
202311,48730,588,0,230,0
202311,48740,558,0,238,0
202311,48820,557,59,201,0
202311,48840,596,0,92,0
202311,48850,471,0,205,0
202311,48860,512,0,258,0
202311,48870,654,0,167,0
202311,48880,613,0,181,0
202311,48890,646,0,256,0
202311,50000,,,,
202311,50110,611,0,238,0
202311,50130,575,1,199,0
202311,51000,,,,
202311,51110,630,73,153,26
202311,51130,671,9,226,1
202311,51150,605,76,247,7
202311,51170,624,39,237,4
202311,51190,607,0,146,0
202311,51210,622,14,232,3
202311,51230,575,0,209,0
